Geneid	Length	gene_name
ENSG00000249258.2	2292	RP11-468H14.2
ENSG00000279903.1	594	SLC7A2-IT1
ENSG00000245281.8	3653	CTD-2547L16.1
ENSG00000244018.1	372	RPL35P6
ENSG00000283402.1	450	RP11-108A14.2
ENSG00000278886.1	567	RP11-108A14.1
ENSG00000201157.1	154	SNORA62
ENSG00000253335.1	545	RP11-420B22.1
ENSG00000270255.1	324	RP11-420B22.2
ENSG00000254242.2	2561	RP11-1080G15.2
ENSG00000177725.6	2371	CTD-2530N21.5
ENSG00000285881.1	1235	CTD-2530N21.6
ENSG00000254064.1	515	CTD-2530N21.4
ENSG00000179388.9	5033	EGR3
ENSG00000246130.1	2636	RP11-875O11.2
ENSG00000253616.5	881	RP11-875O11.3
ENSG00000284858.1	532	RP11-395I14.3
ENSG00000221818.9	7098	EBF2
ENSG00000253430.1	508	RP11-14I17.2
ENSG00000253208.1	795	PSME2P5
ENSG00000120915.14	4185	EPHX2
ENSG00000253875.2	3133	RP11-16P20.3
ENSG00000286804.1	829	RP11-181B11.3
ENSG00000254034.2	2625	INTS9-AS1
ENSG00000253604.1	550	RP11-489E7.1
ENSG00000272256.1	710	RP11-489E7.4
ENSG00000253708.1	583	RP11-51J9.4
ENSG00000254344.3	1768	LINC01288
ENSG00000279099.1	2262	RP11-595O22.1
ENSG00000219491.7	3121	TPT1P8
ENSG00000285880.1	1565	RP11-205M5.4
ENSG00000286677.1	1506	KB-1836B5.5
ENSG00000240015.2	621	RP11-90P5.5
ENSG00000254287.1	605	RP11-44K6.4
ENSG00000253133.2	4033	RP11-360L9.4
ENSG00000240395.1	868	RPL5P23
ENSG00000254131.1	420	RP11-1007J8.1
ENSG00000286837.1	1505	RP11-89A4.6
ENSG00000253330.1	1108	RP11-697N18.3
ENSG00000269924.1	752	RP11-697N18.4
ENSG00000253206.1	407	RP11-738G5.2
ENSG00000253475.1	283	RP11-110G21.2
ENSG00000147488.11	14396	ST18
ENSG00000244159.1	237	RPS27AP13
ENSG00000253667.2	2479	RP11-30L15.4
ENSG00000206579.9	20246	XKR4
ENSG00000205293.5	4059	LINC01602
ENSG00000222898.1	333	RN7SKP97
ENSG00000253894.2	5546	RP11-45K10.2
ENSG00000253554.7	4057	LINC01414
ENSG00000253734.2	4457	LINC01289
ENSG00000147570.10	3663	DNAJC5B
ENSG00000253138.5	2003	LINC00967
ENSG00000287214.1	1183	RP11-23I22.1
ENSG00000271966.1	1113	ARFGEF1-DT
ENSG00000253967.1	2367	RP11-333A23.4
ENSG00000254277.1	901	RP11-1144P22.1
ENSG00000250295.6	3801	RDH10-AS1
ENSG00000254349.6	6835	MIR2052HG
ENSG00000254001.5	690	RP11-91P17.1
ENSG00000272138.2	4143	LINC01607
ENSG00000249328.3	3118	RP11-26J3.1
ENSG00000285768.1	1661	LINC02849
ENSG00000147614.4	2940	ATP6V0D2
ENSG00000250569.1	940	NTAN1P2
ENSG00000104327.7	7138	CALB1
ENSG00000254251.1	833	RP11-662G23.1
ENSG00000248858.7	8071	FLJ46284
ENSG00000271971.1	736	CTD-2006H14.2
ENSG00000079112.10	3878	CDH17
ENSG00000254307.2	1091	KB-1608C10.2
ENSG00000272509.1	462	RP11-347C18.5
ENSG00000253773.3	4827	C8orf37-AS1
ENSG00000164920.9	2930	OSR2
ENSG00000236583.1	1412	AP004290.1
ENSG00000237704.1	1457	AP004289.2
ENSG00000225017.1	2205	AP004289.1
ENSG00000221753.1	103	ENSG00000221753
ENSG00000271882.1	411	KB-1410C5.5
ENSG00000253679.1	979	LINC02844
ENSG00000246263.3	3115	UBR5-AS1
ENSG00000272037.1	1430	KB-431C1.5
ENSG00000253923.2	975	KB-1980E6.2
ENSG00000253385.1	770	KB-1254G8.1
ENSG00000279138.1	2245	KB-1742H10.3
ENSG00000253420.1	649	RP11-642D21.2
ENSG00000254141.1	716	RP11-642D21.1
ENSG00000253676.1	587	TAGLN2P1
ENSG00000147642.17	7029	SYBU
ENSG00000254339.5	1192	RP11-267L5.1
ENSG00000227170.1	402	AF178030.2
ENSG00000164756.13	6279	SLC30A8
ENSG00000239917.3	496	RPS10P16
ENSG00000164761.9	2512	TNFRSF11B
ENSG00000248318.1	1973	RP11-713M15.1
ENSG00000259305.6	1325	ZHX1-C8orf76
ENSG00000237586.3	490	RP11-383J24.2
ENSG00000255491.3	4850	RP11-1082L8.3
ENSG00000242170.3	299	RN7SL329P
ENSG00000254431.1	722	RP11-550A5.2
ENSG00000245164.8	8758	LINC00861
ENSG00000207110.1	164	RNVU1-32
ENSG00000254263.1	467	RP11-473O4.4
ENSG00000287195.1	2038	RP11-1146N6.3
ENSG00000287201.1	1532	RP11-72O13.2
ENSG00000287095.1	2466	CTC-215C12.2
ENSG00000259820.1	6253	AC083843.1
ENSG00000253988.1	596	RP11-489O18.1
ENSG00000282164.3	5650	PEG13
ENSG00000279766.1	671	RP11-642A1.2
ENSG00000279786.1	1816	CTD-2014D20.1
ENSG00000247317.3	3853	LY6E-DT
ENSG00000254389.3	1918	RHPN1-AS1
ENSG00000254973.2	1857	RP11-429J17.7
ENSG00000255224.1	1264	CTD-3065J16.9
ENSG00000232600.3	428	TONSL-AS1
ENSG00000244307.3	291	RN7SL395P
ENSG00000287480.1	1613	RP11-174M15.1
ENSG00000168263.9	2178	KCNV2
ENSG00000230001.1	635	RP11-70J12.1
ENSG00000287759.1	1875	RP11-307I14.5
ENSG00000233367.1	638	RP11-307L3.4
ENSG00000235448.3	3063	LURAP1L-AS1
ENSG00000285637.2	5122	RP11-187K14.1
ENSG00000232000.3	11253	CLCN3P1
ENSG00000272842.1	560	RP11-513M16.7
ENSG00000155886.11	10749	SLC24A2
ENSG00000237088.1	788	RP11-73E6.2
ENSG00000188921.14	9162	HACD4
ENSG00000197919.6	878	IFNA1
ENSG00000264379.1	76	SNORD39
ENSG00000229298.1	727	TUBB8P1
ENSG00000264801.1	1617	ERVFRD-3
ENSG00000107105.15	5140	ELAVL2
ENSG00000184434.8	3588	LRRC19
ENSG00000285103.2	9804	RP11-27J8.3
ENSG00000260412.1	6881	RP11-438B23.2
ENSG00000286322.1	1508	RP11-311H10.4
ENSG00000234373.1	635	SNX18P7
ENSG00000281128.2	4823	PTENP1-AS
ENSG00000287495.1	1199	RP11-384P7.9
ENSG00000229207.1	1249	SERPINH1P1
ENSG00000137070.18	4281	IL11RA
ENSG00000279489.1	1751	RP11-392A14.8
ENSG00000235619.1	310	RPL36AP33
ENSG00000231393.1	679	RP11-331F9.3
ENSG00000107159.13	1608	CA9
ENSG00000235387.5	2902	SPAAR
ENSG00000287986.1	530	RP11-327L3.7
ENSG00000228307.2	1859	OR2S1P
ENSG00000228292.1	257	RP11-220I1.4
ENSG00000236156.2	410	CHCHD4P3
ENSG00000255872.3	2591	RP11-613M10.9
ENSG00000226055.2	1217	PAICSP1
ENSG00000226625.1	1190	RBM17P1
ENSG00000271454.1	1249	RP11-290L7.5
ENSG00000204837.5	2212	FGF7P3
ENSG00000183148.7	4407	ANKRD20A2P
ENSG00000276500.1	606	BMS1P14
ENSG00000279456.1	1628	RP11-87H9.5
ENSG00000275297.1	1855	RP11-292F9.1
ENSG00000270909.1	1809	RP11-24B13.2
ENSG00000212952.6	451	RP11-475I24.9
ENSG00000276040.4	4989	SPATA31A7
ENSG00000235893.5	541	RP11-460E7.8
ENSG00000277297.1	1603	ATP5F1AP10
ENSG00000274349.5	4834	ZNF658
ENSG00000273999.1	1405	RBM17P2
ENSG00000279706.1	1188	RP11-561O23.9
ENSG00000224958.6	2355	PGM5-AS1
ENSG00000236801.1	474	RPL24P8
ENSG00000274421.1	1246	RP11-386J22.3
ENSG00000235523.1	361	RP11-63P12.7
ENSG00000225434.3	4337	LINC01504
ENSG00000224825.2	1178	RORB-AS1
ENSG00000233086.8	4273	LNCARSR
ENSG00000267559.5	2208	RP11-383M4.6
ENSG00000236709.1	702	DAPK1-IT1
ENSG00000279154.1	884	RP11-345K9.2
ENSG00000239183.1	133	SNORA84
ENSG00000285650.1	3199	RP11-19J3.7
ENSG00000230815.1	424	RP11-49O14.3
ENSG00000224764.1	487	RP11-54O15.3
ENSG00000188152.13	3904	NUTM2G
ENSG00000242375.1	474	RP11-498P14.3
ENSG00000254876.5	3701	STRA6LP
ENSG00000231521.1	285	RP11-244N9.4
ENSG00000236896.1	402	RP11-535C21.3
ENSG00000119508.18	6314	NR4A3
ENSG00000231697.3	877	NANOGP5
ENSG00000155833.15	2276	CYLC2
ENSG00000165029.17	11343	ABCA1
ENSG00000230013.2	3356	CT70
ENSG00000229419.1	6232	RALGAPA1P1
ENSG00000204173.11	2324	LRRC37A5P
ENSG00000165181.17	6443	SHOC1
ENSG00000136866.14	6357	ZFP37
ENSG00000181634.8	7785	TNFSF15
ENSG00000226604.2	1854	PAPPA-AS2
ENSG00000285820.1	2075	RP11-305F14.1
ENSG00000235865.2	4763	GSN-AS1
ENSG00000261094.2	2674	RP11-355O1.11
ENSG00000188394.8	1571	GPR21
ENSG00000236901.6	5984	MIR600HG
ENSG00000235204.1	308	RP11-121A14.2
ENSG00000227200.1	373	RP11-121A14.3
ENSG00000136918.8	1387	WDR38
ENSG00000214593.3	246	RP11-65N13.6
ENSG00000160401.15	4704	CFAP157
ENSG00000228395.2	2546	RP11-216B9.6
ENSG00000203286.5	282	Metazoa_SRP
ENSG00000235007.3	4324	RP11-344B5.6
ENSG00000234789.1	470	RP11-483H20.4
ENSG00000148344.11	1891	PTGES
ENSG00000270755.1	369	RP11-138E2.1
ENSG00000196979.1	3258	GPRACR
ENSG00000236986.6	3028	RP11-544A12.4
ENSG00000160539.6	4349	PLPP7
ENSG00000240853.3	300	RN7SL328P
ENSG00000236687.1	829	RP11-323H21.3
ENSG00000160323.19	5708	ADAMTS13
ENSG00000197859.11	4677	ADAMTSL2
ENSG00000235138.1	2112	RP11-374P20.4
ENSG00000279929.1	1951	RP11-145E17.3
ENSG00000226706.1	1117	RP11-426A6.5
ENSG00000107147.14	15592	KCNT1
ENSG00000196366.3	2573	C9orf163
ENSG00000165716.11	3394	DIPK1B
ENSG00000213212.3	1963	NCLP1
ENSG00000212864.3	1150	RNF208
ENSG00000197191.6	1301	CYSRT1
ENSG00000233998.1	562	SETP5
ENSG00000225140.1	1657	RP11-809C18.3
ENSG00000229205.5	5823	LINC00200
ENSG00000234962.6	5293	LINC00700
ENSG00000286858.1	1974	RP11-58N22.1
ENSG00000287560.1	1464	RP11-118K6.5
ENSG00000237399.7	4370	PITRM1-AS1
ENSG00000233321.2	6556	LINC02669
ENSG00000226005.5	1904	LINC02660
ENSG00000134460.18	3962	IL2RA
ENSG00000201581.1	318	RN7SKP78
ENSG00000237943.7	5834	PRKCQ-AS1
ENSG00000233990.1	340	RP11-401E9.3
ENSG00000287120.1	3209	RP4-660B20.2
ENSG00000235838.1	2454	HSP90AB7P
ENSG00000134463.15	2185	ECHDC3
ENSG00000264036.2	258	RN7SL198P
ENSG00000285994.1	3732	RP11-495F22.1
ENSG00000227474.1	864	RPL6P24
ENSG00000229751.1	570	RP11-142M10.2
ENSG00000235410.1	790	RP11-397C18.2
ENSG00000185267.10	1703	CDNF
ENSG00000225213.2	697	RP11-197M22.2
ENSG00000107611.16	13264	CUBN
ENSG00000260589.1	2595	STAM-AS1
ENSG00000235020.5	5986	RP11-109I13.2
ENSG00000120594.17	12567	PLXDC2
ENSG00000223984.1	1695	HNRNPRP1
ENSG00000279819.1	687	RP11-142L16.2
ENSG00000286951.1	2720	RP11-429A24.1
ENSG00000231422.2	2992	LINC01516
ENSG00000169126.16	6329	ODAD2
ENSG00000232624.8	8666	LINC01517
ENSG00000234814.8	3232	SVIL2P
ENSG00000238258.1	781	RP11-342D11.2
ENSG00000203565.3	1986	RP13-259N13.2
ENSG00000229235.1	243	RPL37P18
ENSG00000215184.2	407	RPS12P16
ENSG00000283000.2	1201	LINC02635
ENSG00000287945.1	1005	RP11-235G8.1
ENSG00000227313.1	868	LINC02630
ENSG00000234864.2	3988	LINC02632
ENSG00000273008.1	1511	CSGALNACT2-DT
ENSG00000107551.21	9481	RASSF4
ENSG00000226937.9	4357	CEP164P1
ENSG00000243349.2	3637	RP11-445N18.7
ENSG00000285294.1	2872	LINC00842
ENSG00000238405.1	116	RNA5SP311
ENSG00000251413.1	597	RP11-534L6.5
ENSG00000222108.1	116	RNA5SP317
ENSG00000235618.8	2549	FAM21EP
ENSG00000223502.1	421	RP11-96B5.3
ENSG00000183055.5	704	FAM133CP
ENSG00000148541.13	6752	FAM13C
ENSG00000270421.1	360	RP11-351O1.4
ENSG00000108176.15	2139	DNAJC12
ENSG00000226493.1	437	RPL26P27
ENSG00000260400.1	2295	RP11-119F7.5
ENSG00000214875.2	571	MED28P1
ENSG00000282915.1	479	RP11-205A8.4
ENSG00000279502.1	619	RP11-354E23.4
ENSG00000272627.1	493	RP11-354E23.5
ENSG00000213700.3	546	RPL17P50
ENSG00000271848.2	2927	SYNPO2L-AS1
ENSG00000270808.1	286	RP11-574K11.27
ENSG00000272916.5	5818	RP11-574K11.31
ENSG00000214629.3	882	RPSAP6
ENSG00000213731.2	580	RAB5CP1
ENSG00000226051.8	5276	ZNF503-AS1
ENSG00000237149.5	3348	ZNF503-AS2
ENSG00000225652.2	2125	KCNMA1-AS3
ENSG00000204049.1	1922	RP11-126H7.4
ENSG00000243446.3	275	RN7SL284P
ENSG00000274686.1	268	Metazoa_SRP
ENSG00000225423.1	1138	TNPO1P1
ENSG00000225928.2	684	CACYBPP1
ENSG00000288218.1	1019	RP11-181F12.3
ENSG00000122367.20	6622	LDB3
ENSG00000270874.1	1168	RPAP2P1
ENSG00000237280.1	688	RP11-96C23.9
ENSG00000228055.3	2027	FAM245A
ENSG00000286445.1	985	RP11-399L7.4
ENSG00000224745.1	499	RP11-380G5.2
ENSG00000286116.1	4205	FAS-AS1
ENSG00000186188.11	4060	FFAR4
ENSG00000232913.8	4248	PLCE1-AS2
ENSG00000234724.1	1445	HDAC1P1
ENSG00000235677.1	738	NPM1P26
ENSG00000187122.17	9142	SLIT1
ENSG00000285932.1	1971	RP11-483F11.9
ENSG00000227492.2	1282	RP11-316M21.6
ENSG00000095539.15	5253	SEMA4G
ENSG00000273162.1	977	RP11-108L7.15
ENSG00000286489.1	903	RP11-190J1.11
ENSG00000224817.2	914	RP11-190J1.3
ENSG00000270316.1	2670	BORCS7-ASMT
ENSG00000237827.1	400	RPS15AP29
ENSG00000283867.1	149	MIR1307
ENSG00000185933.7	3212	CALHM1
ENSG00000273108.1	1432	RP11-416N2.4
ENSG00000228261.1	954	ITPRIP-AS1
ENSG00000229775.7	2541	LINC02624
ENSG00000203876.10	9085	ADD3-AS1
ENSG00000270589.1	1649	RP11-348N5.7
ENSG00000232934.8	3256	RP11-324O2.3
ENSG00000234017.1	241	RP11-214N15.5
ENSG00000225292.2	315	RP11-57H14.3
ENSG00000227560.1	390	RPS15AP30
ENSG00000287857.1	2559	RP11-211N11.7
ENSG00000095627.9	5256	TDRD1
ENSG00000165816.13	6353	VWA2
ENSG00000279796.1	2954	RP11-317F20.3
ENSG00000285587.1	2848	RP11-506P9.1
ENSG00000287655.1	955	RP11-539I5.5
ENSG00000231104.8	2085	RP11-354M20.3
ENSG00000119973.6	5506	PRLHR
ENSG00000277687.1	1175	RP11-427L15.2
ENSG00000228485.1	400	GRK5-IT1
ENSG00000242853.3	290	RN7SL749P
ENSG00000270300.2	1573	PHACTR2P1
ENSG00000271670.1	625	RP11-95I16.4
ENSG00000226864.2	1172	ATE1-AS1
ENSG00000285973.2	4399	RP11-105F10.1
ENSG00000187908.20	9375	DMBT1
ENSG00000176584.18	8141	DMBT1L1
ENSG00000227586.5	341	RPS26P39
ENSG00000233334.3	1760	FAM53B-AS1
ENSG00000226899.1	830	RP11-298J20.3
ENSG00000154485.5	3441	MMP21
ENSG00000213170.3	594	SAR1AP2
ENSG00000235180.1	1168	LINC00601
ENSG00000223528.7	4231	RP11-223P11.3
ENSG00000277959.1	332	RP11-45A17.2
ENSG00000273521.1	1098	RP11-45A17.4
ENSG00000151650.8	2459	VENTX
ENSG00000203772.7	3128	SPRN
ENSG00000130649.10	9622	CYP2E1
ENSG00000185522.9	2898	LMNTD2
ENSG00000099834.19	3861	CDHR5
ENSG00000255158.1	912	RP11-754B17.1
ENSG00000177685.17	4224	CRACR2B
ENSG00000235027.1	2015	AC068580.6
ENSG00000236264.5	1178	RPL26P30
ENSG00000255367.3	1377	CTC-342M10.2
ENSG00000287312.1	1173	RP13-726E6.4
ENSG00000231548.2	2602	OR55B1P
ENSG00000182070.7	6178	OR52A1
ENSG00000181001.3	2545	OR52N1
ENSG00000180934.7	8518	OR56A1
ENSG00000279486.6	6993	OR2AG1
ENSG00000251364.7	11336	CTD-2516F10.2
ENSG00000166394.15	8595	CYB5R2
ENSG00000254900.1	537	RP11-152H18.4
ENSG00000253973.3	5079	RP11-467K18.2
ENSG00000273725.1	285	Metazoa_SRP
ENSG00000254884.1	406	PRR13P2
ENSG00000201998.1	182	SNORA23
ENSG00000238387.1	104	ENSG10010137477.1
ENSG00000254865.1	522	RP11-748C4.1
ENSG00000254554.1	803	RP11-351I24.1
ENSG00000280288.1	1371	RP11-756D7.2
ENSG00000255067.1	419	RP11-47J17.1
ENSG00000254418.1	240	SPON1-AS1
ENSG00000256206.2	1221	RP11-140L24.4
ENSG00000184669.9	1809	OR7E14P
ENSG00000129159.9	14417	KCNC1
ENSG00000256006.1	270	AC084117.3
ENSG00000166800.10	2587	LDHAL6A
ENSG00000256588.1	630	RP11-613F22.8
ENSG00000254542.1	598	NAV2-AS3
ENSG00000255372.1	516	CTD-3064C13.1
ENSG00000246225.7	5339	RP11-17A1.3
ENSG00000254934.5	1165	LINC00678
ENSG00000287373.1	3585	RP4-535H23.3
ENSG00000281880.2	8565	PAUPAR
ENSG00000270903.1	979	HNRNPA3P9
ENSG00000254708.1	886	MMADHCP2
ENSG00000135374.11	4913	ELF5
ENSG00000285740.1	2138	RP11-698N11.5
ENSG00000285751.1	2383	RP11-313M3.2
ENSG00000255171.7	3045	LINC01499
ENSG00000254907.1	787	RP11-484D2.2
ENSG00000254463.1	480	PPIAP41
ENSG00000244953.1	2045	RP11-613D13.8
ENSG00000110455.14	5841	ACCS
ENSG00000019505.8	5445	SYT13
ENSG00000255267.4	2853	LINC02687
ENSG00000175264.8	4666	CHST1
ENSG00000254653.1	605	RP11-702F3.1
ENSG00000180720.8	3066	CHRM4
ENSG00000256746.5	536	MADD-AS1
ENSG00000254879.1	301	PTPRJ-AS1
ENSG00000181693.8	2933	OR8H1
ENSG00000254752.2	4242	OR5M2P
ENSG00000213592.4	487	PPIAP42
ENSG00000255146.1	1890	RP11-659P15.1
ENSG00000254877.1	696	RP11-142C4.4
ENSG00000214797.3	2805	RP11-1036E20.9
ENSG00000176495.3	8502	OR5AN1
ENSG00000172324.6	9445	OR5A2
ENSG00000254477.2	1962	AP000640.10
ENSG00000183134.5	2881	PTGDR2
ENSG00000256196.2	2572	RP11-881M11.4
ENSG00000013725.14	5958	CD6
ENSG00000229859.10	5039	PGA3
ENSG00000184999.13	4910	SLC22A10
ENSG00000203520.3	573	RP11-697H9.3
ENSG00000264519.2	288	RN7SL596P
ENSG00000126500.4	4178	FLRT1
ENSG00000181908.5	2340	LINC02724
ENSG00000171219.9	6531	CDC42BPG
ENSG00000278952.1	802	RP11-399J13.2
ENSG00000197847.12	3983	SLC22A20P
ENSG00000278144.1	120	ENSG10010134742.1
ENSG00000254461.1	539	RP11-755F10.3
ENSG00000174871.11	2078	CNIH2
ENSG00000174576.10	3428	NPAS4
ENSG00000286688.1	1903	CTD-3074O7.13
ENSG00000213409.4	825	C1QBPP2
ENSG00000287934.1	1576	RP11-157K17.7
ENSG00000172508.10	5670	CARNS1
ENSG00000255306.1	739	RP5-901A4.1
ENSG00000287725.1	4622	RP11-554A11.11
ENSG00000254605.1	679	RP11-626H12.2
ENSG00000255329.1	377	H2AZP4
ENSG00000279459.1	1556	RP11-826F13.1
ENSG00000204571.6	1522	KRTAP5-11
ENSG00000255319.5	1607	ENPP7P8
ENSG00000285933.1	1145	RP11-167J8.5
ENSG00000228915.3	1024	OR7E128P
ENSG00000255296.1	560	RP11-757C15.4
ENSG00000284922.2	3830	RP11-807H22.10
ENSG00000175564.13	3338	UCP3
ENSG00000175538.11	3599	KCNE3
ENSG00000242999.3	300	RN7SL239P
ENSG00000286943.1	4477	RP11-147I3.4
ENSG00000255507.6	1647	UVRAG-DT
ENSG00000261578.1	4192	RP11-21L23.2
ENSG00000254985.1	566	RSF1-IT2
ENSG00000255409.1	632	RSF1-IT1
ENSG00000254675.1	277	RP11-7I15.4
ENSG00000288538.1	1753	RP11-705O3.3
ENSG00000182103.5	3925	FAM181B
ENSG00000271318.1	586	MOB4P2
ENSG00000255203.1	889	OR7E2P
ENSG00000280367.1	3386	RP11-121L10.2
ENSG00000255445.1	676	RP11-573M3.3
ENSG00000207145.1	132	SNORA18
ENSG00000123901.9	4277	GPR83
ENSG00000196371.4	5975	FUT4
ENSG00000254587.2	2243	RP11-360K13.1
ENSG00000248027.1	1865	ARHGAP42-AS1
ENSG00000023445.16	7518	BIRC3
ENSG00000260966.1	5113	RP11-690D19.3
ENSG00000285878.1	778	RP11-2I22.1
ENSG00000285813.1	3770	RP11-822P4.2
ENSG00000183644.14	3299	HOATZ
ENSG00000150782.12	2605	IL18
ENSG00000279771.1	2250	AP000997.3
ENSG00000235910.2	1005	APOA1-AS
ENSG00000254528.7	1464	RP11-728F11.4
ENSG00000137648.19	9948	TMPRSS4
ENSG00000149575.9	5353	SCN2B
ENSG00000255176.1	1388	AP002954.3
ENSG00000118094.12	3182	TREH
ENSG00000255114.1	667	RP11-110I1.6
ENSG00000255015.1	507	RP11-716H6.1
ENSG00000239079.1	104	ENSG10010134276.1
ENSG00000109943.9	2679	CRTAM
ENSG00000200879.1	85	SNORD14E
ENSG00000255342.1	454	RP11-762B21.5
ENSG00000254710.2	926	CTD-2216M2.1
ENSG00000197125.3	3971	OR8B8
ENSG00000254509.1	433	RP11-677M14.6
ENSG00000109832.14	11036	DDX25
ENSG00000254790.1	698	RP11-680F20.4
ENSG00000254905.1	492	RP11-712L6.7
ENSG00000120457.12	6237	KCNJ5
ENSG00000233220.3	1419	LINC00167
ENSG00000255057.1	1180	RP11-567M21.3
ENSG00000255220.1	1306	DDX18P5
ENSG00000272412.2	297	RN7SL778P
ENSG00000224700.2	577	RP11-697E14.2
ENSG00000279189.1	5446	RP11-861E23.2
ENSG00000204241.8	6849	LINC02731
ENSG00000254648.1	1130	RP11-713P17.4
ENSG00000149328.15	7280	GLB1L2
ENSG00000249054.2	1289	FAM138D
ENSG00000267285.1	574	RP5-951N9.2
ENSG00000249628.3	2210	LINC00942
ENSG00000271500.1	1979	RP11-288K12.1
ENSG00000285627.1	3470	RP11-21K20.4
ENSG00000250770.3	5981	RP5-1063M23.3
ENSG00000130038.10	12466	CRACR2A
ENSG00000111224.14	6200	PARP11
ENSG00000256654.4	9655	RP11-429A20.3
ENSG00000276718.1	599	RP1-102E24.10
ENSG00000269892.1	657	RP4-761J14.10
ENSG00000089692.9	3056	LAG3
ENSG00000010610.10	4557	CD4
ENSG00000176654.12	2032	NANOGP1
ENSG00000286504.1	3266	RP11-90D4.8
ENSG00000166523.8	2364	CLEC4E
ENSG00000256904.1	386	A2ML1-AS2
ENSG00000256427.2	1283	RP11-118B22.2
ENSG00000231560.1	3956	CLEC12A-AS1
ENSG00000173391.9	3057	OLR1
ENSG00000134545.14	2727	KLRC1
ENSG00000256682.2	1075	TAS2R12
ENSG00000256019.1	925	TAS2R63P
ENSG00000226761.3	930	TAS2R46
ENSG00000255374.3	1027	TAS2R43
ENSG00000256712.1	385	RP11-785H5.2
ENSG00000255790.6	1254	RP11-711K1.7
ENSG00000275963.1	775	RP11-180M15.6
ENSG00000270296.1	355	STX8P1
ENSG00000111291.8	1124	GPRC5D
ENSG00000244573.3	668	RPL30P11
ENSG00000197837.3	2578	H4-16
ENSG00000111339.12	5245	ART4
ENSG00000255565.1	465	RP11-6B19.1
ENSG00000286303.1	343	RP11-473N11.4
ENSG00000256450.1	927	RP11-424M22.1
ENSG00000048540.15	10002	LMO3
ENSG00000172572.7	13308	PDE3A
ENSG00000255745.2	2525	RP11-625L16.1
ENSG00000247903.1	2549	RP11-421F16.3
ENSG00000256056.1	928	RP11-709A23.2
ENSG00000256377.6	1555	RP11-1060J15.4
ENSG00000205693.4	1667	MANSC4
ENSG00000257262.1	571	RP11-776A13.1
ENSG00000270926.1	675	RP11-551L14.7
ENSG00000177340.5	1514	FLJ13224
ENSG00000203437.3	781	RP11-820K3.3
ENSG00000225349.2	533	ANKRD49P2
ENSG00000276900.1	2088	RP11-467L13.7
ENSG00000258134.1	745	RP11-956A19.1
ENSG00000257228.5	1274	RP11-413B19.2
ENSG00000286591.1	2108	RP11-2A1.2
ENSG00000257164.5	811	LINC02451
ENSG00000257114.3	1480	LINC02450
ENSG00000278896.1	2523	RP11-474P2.7
ENSG00000272963.1	733	OR7A19P
ENSG00000258352.1	603	IFITM3P6
ENSG00000258181.1	510	RP11-493L12.4
ENSG00000257906.3	2805	LINC02156
ENSG00000276390.1	517	RP1-197B17.5
ENSG00000079337.16	12106	RAPGEF3
ENSG00000268069.2	1080	RP5-1057I20.4
ENSG00000205537.2	1287	RP11-89H19.1
ENSG00000274124.1	312	RP11-474C8.8
ENSG00000167550.11	1299	RHEBL1
ENSG00000139549.4	4683	DHH
ENSG00000257954.1	647	RP11-161H23.10
ENSG00000135519.8	4496	KCNH3
ENSG00000257495.5	4094	KRT73-AS1
ENSG00000282977.1	590	PCBP2-OT1
ENSG00000248265.2	4745	FLJ12825
ENSG00000257596.1	735	SCAT2
ENSG00000258344.1	567	RP11-968A15.8
ENSG00000258086.1	546	RP11-753H16.5
ENSG00000123338.13	10560	NCKAP1L
ENSG00000123360.12	7367	PDE1B
ENSG00000135426.16	5044	TESPA1
ENSG00000196534.5	3217	OR9K1P
ENSG00000179626.4	5151	OR6C4
ENSG00000185664.15	3671	PMEL
ENSG00000237493.3	604	RP11-603J24.7
ENSG00000258199.1	403	RP11-977G19.5
ENSG00000139540.12	2903	SLC39A5
ENSG00000185633.10	2806	NDUFA4L2
ENSG00000201198.1	108	RNU6-879P
ENSG00000139269.3	3046	INHBE
ENSG00000285133.1	105	RP11-181L23.10
ENSG00000155980.13	12245	KIF5A
ENSG00000135439.12	7224	AGAP2
ENSG00000111012.10	3284	CYP27B1
ENSG00000257953.1	610	RP11-620J15.1
ENSG00000286279.1	6636	RP11-272B17.3
ENSG00000166148.4	6222	AVPR1A
ENSG00000255850.2	1835	RXYLT1-AS1
ENSG00000256399.1	1220	RP11-274J7.3
ENSG00000287618.1	595	RP11-196H14.5
ENSG00000243024.6	2138	RPS11P6
ENSG00000185306.13	5070	C12orf56
ENSG00000277895.1	1311	RP11-114F3.4
ENSG00000256314.1	482	RP11-338E21.3
ENSG00000280181.1	1056	RP11-629N8.4
ENSG00000198671.3	1058	RP11-168J19.2
ENSG00000276853.1	656	RP11-305O6.4
ENSG00000215208.3	1297	KRT18P60
ENSG00000090376.11	9688	IRAK3
ENSG00000203585.4	2954	LINC02408
ENSG00000235872.2	777	RP11-335O4.3
ENSG00000274459.1	279	Metazoa_SRP
ENSG00000233560.2	1433	KRT8P39
ENSG00000279530.2	2733	RP11-398J13.1
ENSG00000258053.1	565	CTD-2021H9.3
ENSG00000257802.1	1201	MRS2P2
ENSG00000166006.14	6443	KCNC2
ENSG00000257941.1	578	RP11-290L1.4
ENSG00000257474.5	1394	RP11-359M6.1
ENSG00000258162.4	9191	RP11-315E17.1
ENSG00000133640.20	8793	LRRIQ1
