Geneid	Chr	Start	End	Strand	Length	gene_name
ENSG00000206790.1	chr12	100257688	100257790	-	103	Y_RNA
ENSG00000136021.19	chr12	100267140	100341715	+	74576	SCYL2
ENSG00000179520.11	chr12	100357074	100422055	+	64982	SLC17A8
ENSG00000012504.15	chr12	100473708	100564414	+	90707	NR1H4
ENSG00000271177.1	chr12	100525186	100525420	-	235	RP11-575G13.3
ENSG00000139354.11	chr12	100573683	100628288	+	54606	GAS2L3
ENSG00000257803.2	chr12	100578744	100580197	+	1454	PIGAP1
ENSG00000151572.18	chr12	100717526	101128641	+	411116	ANO4
ENSG00000257325.1	chr12	100852331	100859262	-	6932	RP11-263E1.1
ENSG00000258007.1	chr12	101038420	101039094	-	675	RP11-350G24.1
ENSG00000258033.1	chr12	101066734	101069232	+	2499	SNX5P2
ENSG00000256870.3	chr12	101155493	101210238	-	54746	SLC5A8
ENSG00000207414.1	chr12	101199271	101199377	-	107	RNU6-768P
ENSG00000241744.1	chr12	101228141	101228876	-	736	RP11-399D15.1
ENSG00000120800.5	chr12	101280105	101386618	+	106514	UTP20
ENSG00000120805.14	chr12	101393116	101407772	-	14657	ARL1
ENSG00000257543.1	chr12	101408372	101409060	-	689	RP11-321F8.4
ENSG00000222890.1	chr12	101411357	101411459	+	103	RNU6-1068P
ENSG00000239413.1	chr12	101424441	101424691	+	251	RPS27P23
ENSG00000206929.1	chr12	101446825	101446932	+	108	Y_RNA
ENSG00000202249.1	chr12	101466705	101466820	+	116	RNU5E-5P
ENSG00000252366.1	chr12	101472339	101472456	+	118	RNA5SP367
ENSG00000166211.8	chr12	101475336	101486997	+	11662	SPIC
ENSG00000196091.15	chr12	101568353	101686028	+	117676	MYBPC1
ENSG00000257514.5	chr12	101646720	101659970	-	13251	RP11-755O11.2
ENSG00000274560.1	chr12	101696002	101696450	-	449	RP11-285E23.2
ENSG00000111666.11	chr12	101696947	101744140	+	47194	CHPT1
ENSG00000199933.1	chr12	101719808	101719918	+	111	RNY1P16
ENSG00000139351.15	chr12	101728648	101739472	-	10825	SYCP3
ENSG00000111670.16	chr12	101745499	101830959	-	85461	GNPTAB
ENSG00000222255.1	chr12	101765406	101765509	-	104	RNU6-101P
ENSG00000258230.2	chr12	101773114	101773755	-	642	RP11-511H9.3
ENSG00000201168.1	chr12	101779814	101779929	+	116	RNA5SP368
ENSG00000222932.1	chr12	101796410	101796502	-	93	RNU6-172P
ENSG00000223046.1	chr12	101836820	101836927	+	108	RNA5SP369
ENSG00000252863.1	chr12	101871742	101871801	-	60	RNU6-1183P
ENSG00000258153.1	chr12	101873316	101873623	-	308	HSPE1P4
ENSG00000136048.14	chr12	101877580	102012130	+	134551	DRAM1
ENSG00000257202.1	chr12	101923410	101924719	-	1310	RP11-512N21.3
ENSG00000241917.1	chr12	101936216	101936674	+	459	RP11-512N21.1
ENSG00000258308.6	chr12	101954992	101962414	-	7423	RP11-554E23.2
ENSG00000258288.1	chr12	101963901	101964340	+	440	NENFP2
ENSG00000120860.11	chr12	102012840	102062149	-	49310	WASHC3
ENSG00000257222.1	chr12	102063355	102074820	+	11466	RP11-554E23.4
ENSG00000075188.9	chr12	102073103	102120120	-	47018	NUP37
ENSG00000185480.12	chr12	102120183	102197520	+	77338	PARPBP
ENSG00000183395.5	chr12	102196459	102197833	-	1375	PMCH
ENSG00000281344.1	chr12	102197585	102402596	+	205012	HELLPAR
ENSG00000264554.2	chr12	102217318	102217613	-	296	RN7SL793P
ENSG00000258142.2	chr12	102230027	102230533	-	507	RP11-18O15.1
ENSG00000283052.1	chr12	102304355	102463491	+	159137	LINC02456
ENSG00000017427.17	chr12	102395874	102481744	-	85871	IGF1
ENSG00000257254.1	chr12	102513251	102513655	-	405	RP11-210L7.1
ENSG00000258169.1	chr12	102809280	102824399	-	15120	LINC00485
ENSG00000171759.10	chr12	102836889	102958410	-	121522	PAH
ENSG00000282964.1	chr12	102953289	102953835	-	547	RP11-438H24.2
ENSG00000139352.4	chr12	102957674	102960513	+	2840	ASCL1
ENSG00000288092.1	chr12	103013362	103016095	+	2734	RP11-438H24.3
ENSG00000257703.6	chr12	103079634	103178675	-	99042	RP11-328J6.1
ENSG00000257860.6	chr12	103151834	103179247	+	27414	RP11-552I14.1
ENSG00000179088.15	chr12	103237591	103495978	-	258388	C12orf42
ENSG00000257415.1	chr12	103503381	103504936	+	1556	RP11-626I20.1
ENSG00000257994.1	chr12	103505411	103506174	-	764	RP11-626I20.2
ENSG00000286197.1	chr12	103518334	103571337	-	53004	RP11-626I20.4
ENSG00000257762.6	chr12	103547751	103578947	+	31197	LINC02401
ENSG00000136011.15	chr12	103587273	103766719	+	179447	STAB2
ENSG00000212594.1	chr12	103592112	103592243	+	132	U8
ENSG00000257737.1	chr12	103654780	103657995	-	3216	RP11-341G23.2
ENSG00000257766.1	chr12	103668575	103669406	-	832	RP11-341G23.3
ENSG00000257681.1	chr12	103746315	103768858	-	22544	RP11-341G23.4
ENSG00000111696.12	chr12	103770453	103841234	-	70782	NT5DC3
ENSG00000257754.1	chr12	103819610	103822085	+	2476	RP11-650K20.2
ENSG00000257327.1	chr12	103841451	103844664	+	3214	RP11-650K20.3
ENSG00000214198.8	chr12	103843749	103930211	-	86463	TTC41P
ENSG00000166598.16	chr12	103930107	103953931	+	23825	HSP90B1
ENSG00000284503.1	chr12	103930425	103930555	+	131	MIR3652
ENSG00000204954.10	chr12	103940763	103965708	-	24946	C12orf73
ENSG00000139372.15	chr12	103965822	103988874	+	23053	TDG
ENSG00000120820.13	chr12	103988987	104064183	-	75197	GLT8D2
ENSG00000216285.5	chr12	104030779	104031543	+	765	RP11-490H24.5
ENSG00000111727.12	chr12	104064531	104106524	+	41994	HCFC2
ENSG00000120837.8	chr12	104117086	104138241	-	21156	NFYB
ENSG00000199415.1	chr12	104125236	104125356	+	121	RNA5SP370
ENSG00000257193.1	chr12	104170395	104177659	+	7265	LINC02385
ENSG00000286258.1	chr12	104171600	104177799	-	6200	RP11-818F20.6
ENSG00000198431.16	chr12	104215779	104350307	+	134529	TXNRD1
ENSG00000257732.1	chr12	104262314	104280722	-	18409	RP11-818F20.5
ENSG00000213442.5	chr12	104265309	104265836	+	528	RPL18AP3
ENSG00000255150.2	chr12	104303739	104305205	+	1467	EID3
ENSG00000171310.11	chr12	104455295	104762014	+	306720	CHST11
ENSG00000258111.1	chr12	104514029	104514439	+	411	RP11-43D4.2
ENSG00000279176.1	chr12	104552073	104553447	+	1375	RP11-43D4.3
ENSG00000264295.1	chr12	104591633	104591716	+	84	MIR3922
ENSG00000136052.10	chr12	104801801	104958744	-	156944	SLC41A2
ENSG00000222579.1	chr12	104851824	104851918	+	95	Y_RNA
ENSG00000286410.1	chr12	104858838	104871765	+	12928	RP11-798P24.2
ENSG00000257758.1	chr12	104976749	104978027	-	1279	KRT18P20
ENSG00000151131.11	chr12	104986316	105074197	+	87882	C12orf45
ENSG00000136010.14	chr12	105019784	105107643	-	87860	ALDH1L2
ENSG00000136051.15	chr12	105107324	105169130	+	61807	WASHC4
ENSG00000136044.12	chr12	105173297	105236203	-	62907	APPL2
ENSG00000235162.9	chr12	105235290	105396097	+	160808	C12orf75
ENSG00000286903.1	chr12	105236338	105243173	+	6836	RP11-781C15.1
ENSG00000257642.1	chr12	105304867	105327017	-	22151	KCCAT198
ENSG00000286520.1	chr12	105699168	105703520	-	4353	RP11-349L8.1
ENSG00000257859.2	chr12	105704203	105744062	+	39860	CASC18
ENSG00000257773.1	chr12	106015897	106017006	+	1110	ST13P3
ENSG00000257890.1	chr12	106050961	106058254	-	7294	RP11-114F10.2
ENSG00000074590.14	chr12	106063345	106138954	-	75610	NUAK1
ENSG00000257438.1	chr12	106103163	106106165	+	3003	RP11-114F10.3
ENSG00000257611.1	chr12	106170004	106172437	+	2434	RP11-185N2.1
ENSG00000136026.14	chr12	106237881	106304279	-	66399	CKAP4
ENSG00000258355.1	chr12	106245613	106246956	-	1344	RP11-651L5.2
ENSG00000277715.1	chr12	106250759	106252786	+	2028	RP11-651L5.3
ENSG00000238609.1	chr12	106282927	106282989	-	63	RNU7-94P
ENSG00000166046.11	chr12	106301929	106347003	+	45075	TCP11L2
ENSG00000013503.10	chr12	106357748	106510198	+	152451	POLR3B
ENSG00000257545.5	chr12	106495958	106774926	-	278969	RP11-144F15.1
ENSG00000111783.13	chr12	106583004	106762803	+	179800	RFX4
ENSG00000257711.2	chr12	106678583	106684707	-	6125	RP11-482D24.2
ENSG00000257918.1	chr12	106714924	106733066	-	18143	RP11-482D24.3
ENSG00000111785.21	chr12	106774621	106889316	+	114696	RIC8B
ENSG00000287957.1	chr12	106867177	106871505	-	4329	RP11-124O10.1
ENSG00000257119.1	chr12	106901283	106901984	-	702	EEF1B2P4
ENSG00000240631.1	chr12	106910757	106911109	+	353	RPL30P12
ENSG00000260329.1	chr12	106954029	106955497	-	1469	RP11-412D9.4
ENSG00000151135.10	chr12	106955719	106978778	+	23060	TMEM263
ENSG00000120832.10	chr12	106977277	106987160	-	9884	MTERF2
ENSG00000008405.12	chr12	106991364	107093549	-	102186	CRY1
ENSG00000257548.1	chr12	107093298	107123314	+	30017	RP11-797M17.1
ENSG00000286678.1	chr12	107219764	107223576	-	3813	RP11-90N16.2
ENSG00000257444.1	chr12	107271394	107271846	+	453	SETP7
ENSG00000151136.15	chr12	107318421	107659642	+	341222	BTBD11
ENSG00000200897.1	chr12	107374747	107374827	+	81	ENSG10010136167.1
ENSG00000222302.1	chr12	107486511	107486635	-	125	RNA5SP371
ENSG00000257579.1	chr12	107610034	107617721	-	7688	RP11-128P10.1
ENSG00000222160.1	chr12	107650789	107650892	+	104	Y_RNA
ENSG00000136045.12	chr12	107685799	107713162	+	27364	PWP1
ENSG00000240441.1	chr12	107719599	107720133	+	535	RP11-864J10.2
ENSG00000110851.12	chr12	107732871	107761272	-	28402	PRDM4
ENSG00000258136.2	chr12	107736555	107759968	+	23414	RP11-864J10.4
ENSG00000187855.6	chr12	107774704	107776644	+	1941	ASCL4
ENSG00000257398.8	chr12	107809483	107864562	-	55080	RP11-554D14.6
ENSG00000257951.2	chr12	107880581	107883386	+	2806	RP11-554D14.4
ENSG00000257392.1	chr12	107887730	107889886	+	2157	RP11-554D14.5
ENSG00000257426.1	chr12	107899638	107899815	+	178	RP11-554D14.3
ENSG00000258072.1	chr12	107903270	107903948	-	679	RP11-554D14.2
ENSG00000257129.1	chr12	107910403	107912620	-	2218	RP11-554D14.1
ENSG00000075035.10	chr12	108129288	108250537	+	121250	WSCD2
ENSG00000257281.1	chr12	108281103	108282235	-	1133	RP11-1K3.1
ENSG00000174600.14	chr12	108288044	108339317	-	51274	CMKLR1
ENSG00000247213.7	chr12	108434130	108515023	-	80894	LINC01498
ENSG00000198855.7	chr12	108515277	108525837	+	10561	FICD
ENSG00000075856.12	chr12	108522214	108561400	-	39187	SART3
ENSG00000287202.1	chr12	108532074	108539738	+	7665	RP11-951I11.5
ENSG00000136003.16	chr12	108562582	108569368	+	6787	ISCU
ENSG00000183160.9	chr12	108589851	108598320	-	8470	TMEM119
ENSG00000110876.10	chr12	108621895	108633894	-	12000	SELPLG
ENSG00000257221.4	chr12	108628668	108642349	+	13682	RP11-689B22.2
ENSG00000284388.1	chr12	108635810	108635870	+	61	MIR4496
ENSG00000110880.11	chr12	108645109	108731526	-	86418	CORO1C
ENSG00000238457.1	chr12	108668448	108668508	+	61	RNU7-169P
ENSG00000200060.1	chr12	108738484	108738604	+	121	Y_RNA
ENSG00000273499.1	chr12	108778144	108778271	-	128	ENSG10010138551.1
ENSG00000084112.15	chr12	108778191	108857590	-	79400	SSH1
ENSG00000280110.1	chr12	108778912	108779166	+	255	RP11-423G4.8
ENSG00000274598.1	chr12	108833721	108834384	-	664	RP11-423G4.10
ENSG00000207622.1	chr12	108836908	108837006	-	99	MIR619
ENSG00000110887.8	chr12	108858932	108901043	+	42112	DAO
ENSG00000166111.10	chr12	108907741	109021068	-	113328	SVOP
ENSG00000201324.1	chr12	108926435	108926541	-	107	RNU6-361P
ENSG00000279630.1	chr12	109020833	109021240	-	408	AC190387.1
ENSG00000135093.13	chr12	109023089	109088023	+	64935	USP30
ENSG00000256262.1	chr12	109052350	109053952	-	1603	USP30-AS1
ENSG00000212138.1	chr12	109059986	109060100	+	115	RNA5SP372
ENSG00000189046.11	chr12	109088188	109093631	-	5444	ALKBH2
ENSG00000076248.11	chr12	109097597	109110992	+	13396	UNG
ENSG00000256139.2	chr12	109111218	109125594	+	14377	RP11-968O1.5
ENSG00000076555.15	chr12	109116595	109268226	+	151632	ACACB
ENSG00000139445.18	chr12	109277978	109309284	-	31307	FOXN4
ENSG00000174527.10	chr12	109347903	109455523	+	107621	MYO1H
ENSG00000256560.1	chr12	109354083	109359488	-	5406	LINC01486
ENSG00000255655.1	chr12	109445410	109447497	-	2088	RP11-256L11.3
ENSG00000110906.13	chr12	109448655	109477359	-	28705	KCTD10
ENSG00000151148.14	chr12	109477402	109536705	+	59304	UBE3B
ENSG00000139428.12	chr12	109553715	109573580	-	19866	MMAB
ENSG00000200274.1	chr12	109567975	109568115	-	141	RNU4-32P
ENSG00000110921.14	chr12	109573255	109598125	+	24871	MVK
ENSG00000200794.1	chr12	109662863	109663183	-	321	RN7SKP250
ENSG00000139438.6	chr12	109713825	109770495	+	56671	FAM222A
ENSG00000255650.6	chr12	109734166	109773508	-	39343	FAM222A-AS1
ENSG00000111199.12	chr12	109783087	109833406	-	50320	TRPV4
ENSG00000263510.1	chr12	109833348	109833436	+	89	MIR4497
ENSG00000139433.11	chr12	109850945	109880541	-	29597	GLTP
ENSG00000256351.1	chr12	109859767	109860420	-	654	RP1-7G5.5
ENSG00000241413.3	chr12	109866214	109866509	-	296	RN7SL441P
ENSG00000249094.2	chr12	109880676	109888467	+	7792	RP1-7G5.6
ENSG00000139437.18	chr12	109900264	109983841	+	83578	TCHP
ENSG00000139436.21	chr12	109929802	109996389	-	66588	GIT2
ENSG00000277299.1	chr12	109948389	109949029	+	641	RP11-837J7.4
ENSG00000280426.1	chr12	109997419	109999127	-	1709	RP11-837J7.3
ENSG00000076513.17	chr12	109999186	110039763	+	40578	ANKRD13A
ENSG00000174456.15	chr12	110027028	110073634	-	46607	C12orf76
ENSG00000277595.1	chr12	110032245	110032803	+	559	RP11-946P6.6
ENSG00000286220.1	chr12	110049360	110073686	-	24327	RP11-946P6.7
ENSG00000279360.1	chr12	110056916	110057275	-	360	RP11-946P6.4
ENSG00000122970.16	chr12	110124335	110218793	+	94459	IFT81
ENSG00000174437.18	chr12	110280756	110351093	+	70338	ATP2A2
ENSG00000276956.1	chr12	110360452	110360746	-	295	RN7SL769P
ENSG00000196510.14	chr12	110372900	110403730	-	30831	ANAPC7
ENSG00000258210.1	chr12	110387463	110445548	-	58086	RP11-478C19.2
ENSG00000258011.2	chr12	110429959	110430282	-	324	HMGA1P3
ENSG00000111229.16	chr12	110434823	110450422	-	15600	ARPC3
ENSG00000111231.9	chr12	110452486	110469268	-	16783	GPN3
ENSG00000241680.1	chr12	110460988	110461362	+	375	RPL31P49
ENSG00000204856.12	chr12	110468415	110490385	+	21971	FAM216A
ENSG00000111237.19	chr12	110491083	110502111	-	11029	VPS29
ENSG00000202335.1	chr12	110496352	110496421	-	70	ENSG10010137146.1
ENSG00000278993.1	chr12	110501614	110503441	+	1828	RP3-424M6.4
ENSG00000151164.19	chr12	110501655	110533556	+	31902	RAD9B
ENSG00000196850.6	chr12	110533245	110583318	-	50074	PPTC7
ENSG00000204852.17	chr12	110614027	110663431	+	49405	TCTN1
ENSG00000263537.2	chr12	110625645	110625917	-	273	RN7SL387P
ENSG00000122986.14	chr12	110627841	110704950	-	77110	HVCN1
ENSG00000186298.12	chr12	110719680	110742939	-	23260	PPP1CC
ENSG00000279925.1	chr12	110744549	110746206	+	1658	RP11-481J8.3
ENSG00000257268.1	chr12	110831779	110845963	+	14185	RP1-74B13.2
ENSG00000241286.2	chr12	110841538	110842387	-	850	RPL29P25
ENSG00000173093.13	chr12	110846769	110907535	+	60767	CCDC63
ENSG00000111245.17	chr12	110910819	110921443	-	10625	MYL2
ENSG00000185847.8	chr12	110934590	110959093	+	24504	LINC01405
ENSG00000258240.6	chr12	110951683	110957820	-	6138	RP1-46F2.3
ENSG00000111249.14	chr12	111034165	111350554	+	316390	CUX2
ENSG00000273700.1	chr12	111304142	111304209	+	68	MIR6760
ENSG00000253080.1	chr12	111339527	111339621	+	95	RNA5SP373
ENSG00000198324.14	chr12	111360651	111369121	-	8471	PHETA1
ENSG00000257595.3	chr12	111369261	111403310	+	34050	LINC02356
ENSG00000257539.2	chr12	111381867	111385638	+	3772	HSPA8P14
ENSG00000111252.11	chr12	111405923	111451623	+	45701	SH2B3
ENSG00000204842.18	chr12	111443485	111599676	-	156192	ATXN2
ENSG00000272215.1	chr12	111564821	111564883	-	63	U7
ENSG00000238168.5	chr12	111581379	111581773	+	395	IFITM3P5
ENSG00000258099.1	chr12	111599498	111600256	+	759	ATXN2-AS
ENSG00000089234.16	chr12	111642146	111685956	-	43811	BRAP
ENSG00000258359.1	chr12	111669852	111670362	-	511	PCNPP1
ENSG00000111271.15	chr12	111686053	111757107	+	71055	ACAD10
ENSG00000257767.3	chr12	111753890	111791418	+	37529	RP11-162P23.2
ENSG00000111275.13	chr12	111766887	111817532	+	50646	ALDH2
ENSG00000274697.1	chr12	111799834	111799905	+	72	MIR6761
ENSG00000234608.8	chr12	111839764	111842902	-	3139	MAPKAPK5-AS1
ENSG00000089022.14	chr12	111842228	111902222	+	59995	MAPKAPK5
ENSG00000244060.2	chr12	111879338	111880249	-	912	RPS2P41
ENSG00000229186.4	chr12	111899263	111901391	+	2129	ADAM1A
ENSG00000226469.1	chr12	111927018	111929017	+	2000	ADAM1B
ENSG00000198270.13	chr12	111931282	112013185	-	81904	TMEM116
ENSG00000258373.1	chr12	111992996	111993875	+	880	SLC25A3P2
ENSG00000257624.1	chr12	112000739	112000985	-	247	RP1-128M12.3
ENSG00000089248.7	chr12	112013348	112023449	+	10102	ERP29
ENSG00000274227.1	chr12	112018804	112019430	-	627	RP1-267L14.6
ENSG00000111300.10	chr12	112026689	112108796	-	82108	NAA25
ENSG00000266370.1	chr12	112037599	112037715	-	117	MIR3657
ENSG00000258323.1	chr12	112063909	112065755	+	1847	RP1-267L14.3
ENSG00000200688.1	chr12	112069104	112069209	+	106	Y_RNA
ENSG00000135148.12	chr12	112125538	112153604	+	28067	TRAFD1
ENSG00000200135.1	chr12	112149360	112149472	+	113	Y_RNA
ENSG00000173064.14	chr12	112160188	112382439	-	222252	HECTD4
ENSG00000283793.1	chr12	112163258	112163321	-	64	MIR6861
ENSG00000257494.1	chr12	112256800	112259091	+	2292	RP3-521E19.2
ENSG00000201428.1	chr12	112267077	112267394	+	318	RN7SKP71
ENSG00000213152.5	chr12	112301870	112302663	-	794	RPL7AP60
ENSG00000257658.1	chr12	112321759	112323089	+	1331	RP3-521E19.3
ENSG00000089009.16	chr12	112405189	112418838	-	13650	RPL6
ENSG00000179295.18	chr12	112418351	112509918	+	91568	PTPN11
ENSG00000089169.15	chr12	112570380	112898881	+	328502	RPH3A
ENSG00000283507.1	chr12	112695034	112695176	-	143	MIR1302-1
ENSG00000089127.15	chr12	112905856	112933219	+	27364	OAS1
ENSG00000257452.1	chr12	112907628	113017751	-	110124	RP1-71H24.1
ENSG00000111331.14	chr12	112938051	112976460	+	38410	OAS3
ENSG00000111335.14	chr12	112978395	113011723	+	33329	OAS2
ENSG00000258159.1	chr12	113015607	113016098	+	492	IMMP1LP2
ENSG00000242461.1	chr12	113054062	113054435	+	374	RPS15AP32
ENSG00000135144.7	chr12	113056709	113098028	+	41320	DTX1
ENSG00000111344.11	chr12	113098819	113136239	-	37421	RASAL1
ENSG00000186710.12	chr12	113149724	113159276	+	9553	CFAP73
ENSG00000199899.2	chr12	113156763	113156861	-	99	Y_RNA
ENSG00000123064.13	chr12	113157173	113185479	-	28307	DDX54
ENSG00000276908.1	chr12	113159113	113159177	-	65	MIR7106
ENSG00000201208.1	chr12	113178423	113178519	-	97	Y_RNA
ENSG00000139405.16	chr12	113185526	113192368	+	6843	RITA1
ENSG00000257286.1	chr12	113185624	113192161	-	6538	RP11-545P7.4
ENSG00000166578.10	chr12	113195441	113221094	-	25654	IQCD
ENSG00000186815.13	chr12	113221050	113298585	+	77536	TPCN1
ENSG00000277566.1	chr12	113249466	113250042	+	577	RP11-545P7.9
ENSG00000274822.1	chr12	113291523	113291608	+	86	MIR6762
ENSG00000089060.12	chr12	113298759	113359493	-	60735	SLC8B1
ENSG00000151176.8	chr12	113358566	113391629	+	33064	PLBD2
ENSG00000135094.11	chr12	113392445	113426301	-	33857	SDS
ENSG00000139410.15	chr12	113422380	113438276	+	15897	SDSL
ENSG00000089116.4	chr12	113462033	113472280	-	10248	LHX5
ENSG00000257935.2	chr12	113472003	113480624	+	8622	LHX5-AS1
ENSG00000249550.7	chr12	113583886	113773726	-	189841	LINC01234
ENSG00000257231.1	chr12	113789542	113789807	-	266	DYNLL1P4
ENSG00000122965.11	chr12	113816738	113966325	-	149588	RBM19
ENSG00000287229.1	chr12	113863402	113871597	+	8196	RP11-438N16.5
ENSG00000257359.1	chr12	113932569	113937255	+	4687	RP11-780K2.1
ENSG00000257603.1	chr12	114077133	114079902	+	2770	RP11-100F15.1
ENSG00000257997.5	chr12	114080381	114113489	+	33109	RP11-100F15.2
ENSG00000257300.1	chr12	114097682	114098223	+	542	HAUS8P1
ENSG00000257915.1	chr12	114104542	114105931	+	1390	GLULP5
ENSG00000257476.1	chr12	114238970	114241770	-	2801	LINC02459
ENSG00000089225.20	chr12	114353911	114408442	-	54532	TBX5
ENSG00000255399.4	chr12	114408173	114412831	+	4659	TBX5-AS1
ENSG00000222982.1	chr12	114504876	114505187	-	312	RN7SKP216
ENSG00000255830.2	chr12	114548854	114549852	+	999	RP11-385N17.3
ENSG00000258244.1	chr12	114588194	114588802	+	609	OSTF1P1
ENSG00000258254.1	chr12	114621761	114622922	+	1162	RP11-162N7.1
ENSG00000199220.1	chr12	114657949	114658062	-	114	Y_RNA
ENSG00000135111.16	chr12	114670255	114684175	-	13921	TBX3
ENSG00000257817.2	chr12	114682292	114767989	+	85698	RP4-601P9.2
ENSG00000287982.1	chr12	114733757	114735244	-	1488	RP4-601P9.4
ENSG00000252459.1	chr12	114737704	114737798	+	95	ENSG10010136487.1
ENSG00000257517.1	chr12	114768674	114771851	+	3178	RP4-601P9.1
ENSG00000283459.1	chr12	114894632	114898529	-	3898	RP11-411G2.2
ENSG00000274879.1	chr12	114929757	114929935	-	179	RP11-411G2.1
ENSG00000257958.1	chr12	115077325	115080153	+	2829	RP11-25E2.1
ENSG00000257519.1	chr12	115263170	115270596	+	7427	RP11-116D17.2
ENSG00000271579.1	chr12	115299588	115300708	-	1121	RP11-116D17.3
ENSG00000276308.1	chr12	115318657	115320405	-	1749	RP11-116D17.4
ENSG00000276972.1	chr12	115332146	115332566	-	421	RP11-116D17.5
ENSG00000257726.1	chr12	115363012	115364745	+	1734	RP11-116D17.1
ENSG00000258108.2	chr12	115569394	115581739	+	12346	RP11-1028N23.3
ENSG00000257407.1	chr12	115582061	115639734	-	57674	RP11-1028N23.4
ENSG00000241656.1	chr12	115592604	115592983	-	380	UBA52P7
ENSG00000240205.3	chr12	115717725	115718013	+	289	RN7SL865P
ENSG00000257781.1	chr12	115755262	115799936	+	44675	RP11-110L15.1
ENSG00000257683.1	chr12	115810359	115886137	-	75779	LINC02463
ENSG00000200112.1	chr12	115852648	115852718	-	71	ENSG10010138919.1
ENSG00000286991.1	chr12	115878748	115885967	+	7220	RP11-493P1.4
ENSG00000123066.9	chr12	115957905	116277693	-	319789	MED13L
ENSG00000258034.1	chr12	115961187	115962733	+	1547	RP11-493P1.2
ENSG00000200665.1	chr12	116082570	116082676	+	107	RNU6-1188P
ENSG00000207967.1	chr12	116148560	116148654	-	95	MIR620
ENSG00000257979.1	chr12	116169045	116169258	+	214	SNRPGP18
ENSG00000258337.1	chr12	116174502	116181295	-	6794	RP11-115H15.2
ENSG00000286354.1	chr12	116357578	116359096	-	1519	RP11-148B3.3
ENSG00000258346.1	chr12	116368764	116389471	+	20708	RP11-148B3.2
ENSG00000264037.1	chr12	116428252	116428318	-	67	MIR4472-2
ENSG00000258018.2	chr12	116482073	116521047	+	38975	LINC02457
ENSG00000196668.4	chr12	116533422	116536518	+	3097	LINC00173
ENSG00000258102.5	chr12	116548105	116576606	+	28502	MAP1LC3B2
ENSG00000275898.1	chr12	116580974	116583672	+	2699	RP11-497G19.7
ENSG00000258249.1	chr12	116599270	116603585	+	4316	RP11-497G19.3
ENSG00000257883.1	chr12	116661582	116698065	+	36484	RP11-497G19.1
ENSG00000257654.1	chr12	116698336	116703130	+	4795	RP11-497G19.2
ENSG00000111412.6	chr12	116710171	116738070	-	27900	SPRING1
ENSG00000135119.15	chr12	116738178	116853631	+	115454	RNFT2
ENSG00000239374.1	chr12	116755395	116755874	-	480	RP11-407P2.1
ENSG00000201382.1	chr12	116782105	116782208	+	104	RNU6-558P
ENSG00000275467.1	chr12	116801023	116801477	+	455	RP11-240G22.4
ENSG00000135116.9	chr12	116856144	116881441	-	25298	HRK
ENSG00000240100.1	chr12	116908312	116908627	+	316	RP11-240G22.1
ENSG00000174989.13	chr12	116910950	117031148	+	120199	FBXW8
ENSG00000274554.1	chr12	116948738	116951422	-	2685	RP11-240G22.5
ENSG00000257279.1	chr12	116977442	116987337	-	9896	RP11-231I16.1
ENSG00000277840.1	chr12	117002463	117003152	+	690	RP11-103B5.4
ENSG00000088992.18	chr12	117038923	117099479	-	60557	TESC
ENSG00000258285.1	chr12	117099481	117142091	+	42611	TESC-AS1
ENSG00000135108.15	chr12	117141991	117190471	-	48481	FBXO21
ENSG00000089250.19	chr12	117208142	117452170	-	244029	NOS1
ENSG00000257465.2	chr12	117245551	117246164	-	614	ELOCP32
ENSG00000255686.1	chr12	117453012	117456986	+	3975	RP11-227B21.2
ENSG00000171435.14	chr12	117453012	117968990	-	515979	KSR2
ENSG00000256071.1	chr12	117889454	117891008	+	1555	RP11-465L8.1
ENSG00000111445.14	chr12	118013588	118033130	+	19543	RFC5
ENSG00000277873.1	chr12	118024817	118025518	-	702	RP11-33N14.3
ENSG00000176871.9	chr12	118032687	118062430	-	29744	WSB2
ENSG00000276292.1	chr12	118037869	118038081	+	213	RP11-33N14.5
ENSG00000176834.14	chr12	118063593	118136026	-	72434	VSIG10
ENSG00000274859.1	chr12	118066398	118066725	+	328	RP11-136L23.2
ENSG00000089220.5	chr12	118136124	118145584	+	9461	PEBP1
ENSG00000135090.14	chr12	118149801	118372907	-	223107	TAOK3
ENSG00000240342.3	chr12	118246084	118246962	+	879	RPS2P5
ENSG00000270482.1	chr12	118375350	118376275	-	926	RP11-131L12.2
ENSG00000111707.12	chr12	118376555	118418033	+	41479	SUDS3
ENSG00000275759.1	chr12	118428281	118428870	+	590	RP11-131L12.3
ENSG00000275409.1	chr12	118430147	118430699	+	553	RP11-131L12.4
ENSG00000255714.1	chr12	118645315	118648724	-	3410	LINC02460
ENSG00000241590.1	chr12	118737964	118738511	-	548	RPL17P37
ENSG00000256750.2	chr12	118758217	118761739	-	3523	LINC02423
ENSG00000255618.2	chr12	118773031	118775137	-	2107	LINC02440
ENSG00000255814.2	chr12	118782926	118833536	-	50611	LINC02439
ENSG00000199809.1	chr12	118829681	118829805	+	125	RNA5SP374
ENSG00000256149.1	chr12	118849354	118908930	-	59577	RP11-357K6.3
ENSG00000201042.1	chr12	118888434	118888564	-	131	ENSG10010140083.1
ENSG00000139767.10	chr12	118981541	119163051	+	181511	SRRM4
