Geneid	Length	gene_name
ENSMUSG00000110825.1	571	Gm8959
ENSMUSG00000053199.13	12685	Arhgap20
ENSMUSG00000074354.11	2647	Arhgap20os
ENSMUSG00000111357.1	1003	Gm6980
ENSMUSG00000111836.1	2462	4933407I05Rik
ENSMUSG00000032051.9	3104	Fdx1
ENSMUSG00000098076.1	1008	Gm6981
ENSMUSG00000032050.18	4732	Rdx
ENSMUSG00000099213.1	91	Gm27686
ENSMUSG00000035164.8	6845	Zc3h12c
ENSMUSG00000099311.1	117	Mir6244
ENSMUSG00000077796.1	133	Gm25562
ENSMUSG00000111561.1	636	Gm47957
ENSMUSG00000111780.1	991	Gm47960
ENSMUSG00000111520.1	1813	Gm33125
ENSMUSG00000111112.1	517	Gm49389
ENSMUSG00000078307.3	5823	AI593442
ENSMUSG00000111020.1	1018	Gm1715
ENSMUSG00000092965.1	118	Gm22242
ENSMUSG00000110833.1	229	Gm47981
ENSMUSG00000053289.8	3128	Ddx10
ENSMUSG00000111693.1	492	Gm47986
ENSMUSG00000032048.3	1639	4930510E17Rik
ENSMUSG00000034584.3	10519	Exph5
ENSMUSG00000034487.4	3642	Poglut3
ENSMUSG00000098362.1	82	Mir130c
ENSMUSG00000005131.4	3539	4930550C14Rik
ENSMUSG00000034218.16	10338	Atm
ENSMUSG00000033054.7	6248	Npat
ENSMUSG00000032047.5	3758	Acat1
ENSMUSG00000032030.16	8165	Cul5
ENSMUSG00000064622.1	129	Gm22304
ENSMUSG00000086914.1	516	Gm16124
ENSMUSG00000055069.3	2971	Rab39
ENSMUSG00000082465.1	750	Rps6-ps3
ENSMUSG00000111084.1	551	Gm48292
ENSMUSG00000042195.9	2716	Slc35f2
ENSMUSG00000042045.6	1318	Sln
ENSMUSG00000059830.3	478	Gm16380
ENSMUSG00000041986.16	4434	Elmod1
ENSMUSG00000074345.4	4585	Tnfaip8l3
ENSMUSG00000111379.1	3200	Gm48346
ENSMUSG00000110854.1	169	Gm48345
ENSMUSG00000032274.9	4522	Cyp19a1
ENSMUSG00000074343.3	841	Gldnos
ENSMUSG00000046167.5	4658	Gldn
ENSMUSG00000041268.17	13285	Dmxl2
ENSMUSG00000046460.15	3045	Sh2d7
ENSMUSG00000087801.1	218	Gm25980
ENSMUSG00000037493.6	1433	Cib2
ENSMUSG00000032279.11	5072	Idh3a
ENSMUSG00000032281.11	3604	Acsbg1
ENSMUSG00000110867.1	367	Gm7368
ENSMUSG00000032285.15	3589	Dnaja4
ENSMUSG00000093441.1	69	Mir5710
ENSMUSG00000061559.15	4669	Wdr61
ENSMUSG00000032291.8	802	Crabp1
ENSMUSG00000111686.1	622	Rab7-ps1
ENSMUSG00000032293.8	9479	Ireb2
ENSMUSG00000035878.13	8936	Hykk
ENSMUSG00000044820.6	769	AY074887
ENSMUSG00000032301.13	2370	Psma4
ENSMUSG00000035594.10	3126	Chrna5
ENSMUSG00000032303.8	5265	Chrna3
ENSMUSG00000035200.7	3723	Chrnb4
ENSMUSG00000111050.1	811	Gm47877
ENSMUSG00000111750.1	435	Gm47886
ENSMUSG00000111157.1	1295	Gm47887
ENSMUSG00000110793.1	1045	Gm7395
ENSMUSG00000032307.16	4305	Ube2q2
ENSMUSG00000032309.15	2394	Fbxo22
ENSMUSG00000032311.17	6075	Nrg4
ENSMUSG00000082744.1	1093	Gm15625
ENSMUSG00000032313.11	4714	Tmem266
ENSMUSG00000032314.14	1835	Etfa
ENSMUSG00000110926.1	721	Gm5917
ENSMUSG00000032318.12	2193	Isl2
ENSMUSG00000090270.1	791	Gm17226
ENSMUSG00000034007.10	5428	Scaper
ENSMUSG00000064472.1	91	Gm23407
ENSMUSG00000111662.1	2892	Gm7435
ENSMUSG00000050702.6	1924	4930563M21Rik
ENSMUSG00000110957.1	835	Gm7439
ENSMUSG00000110989.1	2428	Gm7444
ENSMUSG00000032320.7	4745	Rcn2
ENSMUSG00000032322.14	3830	Pstpip1
ENSMUSG00000032324.11	4274	Tspan3
ENSMUSG00000074305.9	12351	Peak1
ENSMUSG00000076281.1	57	Gm24270
ENSMUSG00000099543.1	582	Gm29322
ENSMUSG00000097111.1	1264	Peak1os
ENSMUSG00000102617.1	1569	Gm37842
ENSMUSG00000102419.1	2036	Gm36940
ENSMUSG00000032329.4	9314	Hmg20a
ENSMUSG00000118653.1	988	AC159819.1
ENSMUSG00000111343.1	1837	Gm47175
ENSMUSG00000110821.1	328	Gm47176
ENSMUSG00000111201.1	342	Gm47178
ENSMUSG00000097870.2	2655	Gm26868
ENSMUSG00000049556.5	4715	Lingo1
ENSMUSG00000111037.1	2300	Gm47235
ENSMUSG00000045620.7	1306	Odf3l1
ENSMUSG00000032911.6	11931	Cspg4
ENSMUSG00000110888.1	1536	Gm47237
ENSMUSG00000032733.6	4571	Snx33
ENSMUSG00000111629.1	1000	4930442G15Rik
ENSMUSG00000110930.1	838	Gm19936
ENSMUSG00000032288.9	924	Imp3
ENSMUSG00000055334.4	1391	Snupn
ENSMUSG00000032290.7	4657	Ptpn9
ENSMUSG00000074284.6	1466	Gm10658
ENSMUSG00000042557.14	5385	Sin3a
ENSMUSG00000086728.2	2157	Man2c1os
ENSMUSG00000032295.15	7052	Man2c1
ENSMUSG00000032298.13	1871	Neil1
ENSMUSG00000032299.10	2683	Commd4
ENSMUSG00000100282.1	395	1700041C23Rik
ENSMUSG00000070298.6	2701	Trcg1
ENSMUSG00000032300.7	5235	1700017B05Rik
ENSMUSG00000111457.1	755	Gm18996
ENSMUSG00000066626.5	627	Gm5121
ENSMUSG00000063849.6	5803	Ppcdc
ENSMUSG00000040722.7	3707	Scamp5
ENSMUSG00000111380.1	594	D9Wsu149
ENSMUSG00000111414.1	779	Gm18103
ENSMUSG00000074280.6	409	Gm6166
ENSMUSG00000062309.8	1423	Rpp25
ENSMUSG00000000088.7	2101	Cox5a
ENSMUSG00000097445.1	2505	Gm26631
ENSMUSG00000032305.15	3087	Fam219b
ENSMUSG00000032306.14	3142	Mpi
ENSMUSG00000040188.10	3238	Scamp2
ENSMUSG00000032308.9	4157	Ulk3
ENSMUSG00000039714.9	2953	Cplx3
ENSMUSG00000056271.13	1685	Lman1l
ENSMUSG00000032312.7	3737	Csk
ENSMUSG00000032310.4	2013	Cyp1a2
ENSMUSG00000032315.6	2787	Cyp1a1
ENSMUSG00000038957.13	5804	Edc3
ENSMUSG00000032316.8	8450	Clk3
ENSMUSG00000091908.7	1106	Gm17231
ENSMUSG00000004661.15	7976	Arid3b
ENSMUSG00000055720.10	2402	Ubl7
ENSMUSG00000038264.8	3298	Sema7a
ENSMUSG00000097604.1	2169	Gm17322
ENSMUSG00000032323.13	4804	Cyp11a1
ENSMUSG00000037716.15	5342	Ccdc33
ENSMUSG00000086624.1	2799	Gm16130
ENSMUSG00000032327.14	5829	Stra6
ENSMUSG00000085753.1	659	Gm16131
ENSMUSG00000037206.15	2686	Islr
ENSMUSG00000110969.1	148	Gm47174
ENSMUSG00000051243.14	5921	Islr2
ENSMUSG00000057818.8	1809	1600029O15Rik
ENSMUSG00000036986.16	5571	Pml
ENSMUSG00000098886.1	105	Mir6385
ENSMUSG00000032333.6	3093	Stoml1
ENSMUSG00000032334.10	3297	Loxl1
ENSMUSG00000036244.5	1332	Tbc1d21
ENSMUSG00000100487.1	445	1700072B07Rik
ENSMUSG00000097651.2	843	4930461G14Rik
ENSMUSG00000066607.5	2331	Insyn1
ENSMUSG00000035914.11	3658	Cd276
ENSMUSG00000103486.1	1031	Gm10657
ENSMUSG00000032336.17	6168	Nptn
ENSMUSG00000074269.10	1277	Rec114
ENSMUSG00000093473.1	168	Gm20620
ENSMUSG00000032338.9	6118	Hcn4
ENSMUSG00000032340.8	8716	Neo1
ENSMUSG00000111846.1	531	Gm47271
ENSMUSG00000066592.3	534	Gm7589
ENSMUSG00000110789.1	1144	Gm33053
ENSMUSG00000025236.11	9609	Adpgk
ENSMUSG00000025235.8	6039	Bbs4
ENSMUSG00000025234.11	7707	Arih1
ENSMUSG00000090516.1	475	Rps11-ps1
ENSMUSG00000111852.1	1480	Gm33180
ENSMUSG00000049526.8	1704	Tmem202
ENSMUSG00000025232.8	1996	Hexa
ENSMUSG00000032297.11	3621	Celf6
ENSMUSG00000025237.16	7763	Parp6
ENSMUSG00000032294.17	5001	Pkm
ENSMUSG00000111394.1	3887	Gm49759
ENSMUSG00000074259.10	6138	Gramd2
ENSMUSG00000051705.13	3965	Senp8
ENSMUSG00000039585.15	13034	Myo9a
ENSMUSG00000087239.1	487	Gm7613
ENSMUSG00000110803.1	1387	Gm20275
ENSMUSG00000085116.1	277	Gm2735
ENSMUSG00000111833.1	414	Gm48805
ENSMUSG00000032292.8	3369	Nr2e3
ENSMUSG00000084913.3	624	Gm7616
ENSMUSG00000084847.7	1246	Gm15507
ENSMUSG00000032289.15	13986	Thsd4
ENSMUSG00000088090.1	111	Gm23668
ENSMUSG00000111296.1	364	2010001M07Rik
ENSMUSG00000111065.1	1965	Gm47676
ENSMUSG00000088550.1	123	Gm22099
ENSMUSG00000111761.1	2448	9230112J17Rik
ENSMUSG00000111809.1	488	Gm49334
ENSMUSG00000111667.1	595	Gm47740
ENSMUSG00000111512.1	1349	Gm17853
ENSMUSG00000047766.15	6310	Lrrc49
ENSMUSG00000034839.5	2440	Larp6
ENSMUSG00000095956.2	1828	1700036A12Rik
ENSMUSG00000034485.10	5807	Uaca
ENSMUSG00000052143.8	680	Gm9869
ENSMUSG00000111444.1	2201	Gm47923
ENSMUSG00000111290.1	1831	Gm5122
ENSMUSG00000111147.1	3468	Gm33699
ENSMUSG00000111180.1	960	Gm39348
ENSMUSG00000111169.1	3030	Gm34004
ENSMUSG00000111354.1	2150	Gm33914
ENSMUSG00000111807.1	1845	4933433G08Rik
ENSMUSG00000110998.1	1959	I730028E13Rik
ENSMUSG00000111449.1	571	Gm34105
ENSMUSG00000111658.1	2678	B930092H01Rik
ENSMUSG00000074256.3	1397	Gm10655
ENSMUSG00000032280.16	11653	Tle3
ENSMUSG00000111033.1	719	Gm34322
ENSMUSG00000111635.1	396	Gm47240
ENSMUSG00000111381.1	1652	Gm34424
ENSMUSG00000111739.1	359	Gm47241
ENSMUSG00000110968.1	912	Gm19208
ENSMUSG00000007892.8	499	Rplp1
ENSMUSG00000032254.10	7901	Kif23
ENSMUSG00000032278.11	3954	Paqr5
ENSMUSG00000088743.1	93	Gm23221
ENSMUSG00000032252.14	6828	Glce
ENSMUSG00000092696.1	77	Mir5133
ENSMUSG00000110826.1	403	Gm47262
ENSMUSG00000111232.1	1205	A730043L09Rik
ENSMUSG00000088986.1	105	Gm25603
ENSMUSG00000046846.4	3042	Spesp1
ENSMUSG00000111193.1	2731	Gm35288
ENSMUSG00000032249.14	3166	Anp32a
ENSMUSG00000041729.15	5919	Coro2b
ENSMUSG00000084540.1	109	n-R5s84
ENSMUSG00000032243.8	5131	Itga11
ENSMUSG00000111537.1	508	Gm7653
ENSMUSG00000032244.9	6785	Fem1b
ENSMUSG00000032245.12	2434	Cln6
ENSMUSG00000074250.11	1347	Gm10653
ENSMUSG00000111805.1	397	Gm47274
ENSMUSG00000032246.14	3642	Calml4
ENSMUSG00000032405.10	6830	Pias1
ENSMUSG00000064855.1	158	Gm24526
ENSMUSG00000111144.1	248	Gm48193
ENSMUSG00000111297.1	454	Gm6082
ENSMUSG00000094201.1	107	Gm25064
ENSMUSG00000022245.15	3796	Skor1
ENSMUSG00000058444.8	3240	Map2k5
ENSMUSG00000032403.8	2000	2300009A05Rik
ENSMUSG00000086539.8	6107	Gm16759
ENSMUSG00000037801.13	6914	Iqch
ENSMUSG00000093137.1	142	Gm25995
ENSMUSG00000091866.1	910	Gm6257
ENSMUSG00000037257.8	5681	Aagab
ENSMUSG00000032402.12	5542	Smad3
ENSMUSG00000111137.1	605	Gm2553
ENSMUSG00000110768.1	538	Gm18541
ENSMUSG00000111058.1	938	Gm36033
ENSMUSG00000036867.7	3205	Smad6
ENSMUSG00000093616.1	355	1700055C04Rik
ENSMUSG00000088988.1	95	Gm25606
ENSMUSG00000093759.1	305	Scarletltr
ENSMUSG00000032401.15	2604	Lctl
ENSMUSG00000032400.18	4283	Zwilch
ENSMUSG00000032399.8	2007	Rpl4
ENSMUSG00000065752.1	68	Gm23344
ENSMUSG00000094411.1	99	Snord16a
ENSMUSG00000064918.2	70	Gm22571
ENSMUSG00000095868.1	99	Gm23136
ENSMUSG00000064514.1	71	Gm22455
ENSMUSG00000032398.7	1228	Snapc5
ENSMUSG00000004936.8	3391	Map2k1
ENSMUSG00000093239.1	127	Gm24106
ENSMUSG00000111160.1	2457	Gm48855
ENSMUSG00000035337.3	1162	Uchl4
ENSMUSG00000032397.7	1869	Tipin
ENSMUSG00000088254.1	135	Gm24289
ENSMUSG00000032396.17	5458	Dis3l
ENSMUSG00000036466.17	11181	Megf11
ENSMUSG00000004771.12	2992	Rab11a
ENSMUSG00000104953.1	107	Gm47308
ENSMUSG00000053641.9	16643	Dennd4a
ENSMUSG00000089336.1	142	Gm24347
ENSMUSG00000034452.7	5213	Slc24a1
ENSMUSG00000034263.13	3277	Ints14
ENSMUSG00000093119.1	125	Gm25640
ENSMUSG00000033629.6	2709	Hacd3
ENSMUSG00000032393.15	13707	Dpp8
ENSMUSG00000111471.1	597	Gm47350
ENSMUSG00000032816.15	9481	Igdcc4
ENSMUSG00000032394.6	3604	Igdcc3
ENSMUSG00000032392.11	3886	Parp16
ENSMUSG00000095738.1	116	Gm25313
ENSMUSG00000095892.1	116	Rnu5g
ENSMUSG00000042254.14	4252	Cilp
ENSMUSG00000015357.10	3494	Clpx
ENSMUSG00000059571.7	388	Gm16218
ENSMUSG00000111712.1	723	Gm39363
ENSMUSG00000111725.1	724	Gm19219
ENSMUSG00000110913.1	187	Gm47192
ENSMUSG00000041837.4	2498	Pdcd7
ENSMUSG00000086228.3	2528	Ubap1l
ENSMUSG00000111092.1	941	Gm17875
ENSMUSG00000054978.3	2969	Kbtbd13
ENSMUSG00000041696.14	6568	Rasl12
ENSMUSG00000053862.6	709	Slc51b
ENSMUSG00000059183.12	3655	Mtfmt
ENSMUSG00000111722.1	791	Gm47270
ENSMUSG00000032388.7	3567	Spg21
ENSMUSG00000066510.5	2616	Ankdd1a
ENSMUSG00000111818.1	690	Gm17749
ENSMUSG00000050721.9	5547	Plekho2
ENSMUSG00000041064.14	4388	Pif1
ENSMUSG00000032387.15	2506	Rbpms2
ENSMUSG00000040652.16	2990	Oaz2
ENSMUSG00000040524.9	8268	Zfp609
ENSMUSG00000032386.15	8394	Trip4
ENSMUSG00000065387.1	113	n-R5s85
ENSMUSG00000079915.2	517	Gm16073
ENSMUSG00000040204.6	4813	Pclaf
ENSMUSG00000065301.1	108	Gm23248
ENSMUSG00000032384.16	15621	Csnk1g1
ENSMUSG00000077385.1	132	Gm22657
ENSMUSG00000032383.7	3305	Ppib
ENSMUSG00000039452.6	2891	Snx22
ENSMUSG00000032382.14	4339	Snx1
ENSMUSG00000032381.5	1240	Ciao2a
ENSMUSG00000032380.9	4127	Dapk2
ENSMUSG00000038664.16	27464	Herc1
ENSMUSG00000084437.1	102	Gm23428
ENSMUSG00000100130.1	3157	Gm28379
ENSMUSG00000050503.9	4035	Fbxl22
ENSMUSG00000032376.12	6848	Usp3
ENSMUSG00000086387.1	410	Gm15563
ENSMUSG00000032373.15	7597	Car12
ENSMUSG00000032375.15	5163	Aph1b
ENSMUSG00000074232.3	2036	Gm10647
ENSMUSG00000092131.1	1052	BC050972
ENSMUSG00000059237.6	633	Ppp1r2-ps4
ENSMUSG00000053040.13	5205	Aph1c
ENSMUSG00000091745.1	628	Gm17098
ENSMUSG00000036943.9	4733	Rab8b
ENSMUSG00000036781.13	816	Rps27l
ENSMUSG00000032370.8	2036	Lactb
ENSMUSG00000089450.1	98	Gm24225
ENSMUSG00000032366.15	6485	Tpm1
ENSMUSG00000111825.1	3293	Gm10646
ENSMUSG00000088021.1	148	Gm22145
ENSMUSG00000111556.1	1629	Gm19299
ENSMUSG00000052698.15	18357	Tln2
ENSMUSG00000076379.2	67	Mir190a
ENSMUSG00000111412.1	2401	Gm47047
ENSMUSG00000111819.1	405	Gm47110
ENSMUSG00000098937.1	64	Mir7241
ENSMUSG00000098446.1	79	Mir7242
ENSMUSG00000111272.1	688	Gm7787
ENSMUSG00000055125.7	1519	M5C1000I18Rik
ENSMUSG00000091956.2	1327	C2cd4b
ENSMUSG00000047990.6	1395	C2cd4a
ENSMUSG00000035284.10	16299	Vps13c
ENSMUSG00000111841.1	3796	Gm20745
ENSMUSG00000101345.1	372	Gm28195
ENSMUSG00000088810.1	130	Gm22382
ENSMUSG00000111562.1	499	Gm19987
ENSMUSG00000096639.1	107	Gm22169
ENSMUSG00000111303.1	865	4930502A04Rik
ENSMUSG00000088587.1	73	Gm22962
ENSMUSG00000111404.1	162	Gm47169
ENSMUSG00000032238.17	13071	Rora
ENSMUSG00000086648.1	557	Gm15511
ENSMUSG00000032235.15	7736	Ice2
ENSMUSG00000111621.1	262	Gm7802
ENSMUSG00000111484.1	841	Gm18587
ENSMUSG00000062874.6	801	Gm4978
ENSMUSG00000032231.14	3731	Anxa2
ENSMUSG00000093042.1	88	Mir3109
ENSMUSG00000086399.1	827	Gm16144
ENSMUSG00000111096.1	448	Gm47203
ENSMUSG00000059246.4	2984	Foxb1
ENSMUSG00000097623.7	2931	B230323A14Rik
ENSMUSG00000111286.1	548	Gm18745
ENSMUSG00000101555.1	1569	Gm28731
ENSMUSG00000011958.17	3455	Bnip2
ENSMUSG00000033543.17	4047	Gtf2a2
ENSMUSG00000032226.5	4301	Gcnt3
ENSMUSG00000111176.1	2168	Gm47233
ENSMUSG00000111043.1	396	2210414F02Rik
ENSMUSG00000032224.15	4397	Fam81a
ENSMUSG00000077660.1	131	Gm24257
ENSMUSG00000032220.10	5704	Myo1e
ENSMUSG00000093763.1	60	Mir5626
ENSMUSG00000032218.7	1531	Ccnb2
ENSMUSG00000032217.13	8849	Rnf111
ENSMUSG00000065202.1	113	Gm24615
ENSMUSG00000088284.1	99	Gm23588
ENSMUSG00000094366.1	107	Gm23730
ENSMUSG00000064921.1	108	Gm22229
ENSMUSG00000032212.10	11276	Sltm
ENSMUSG00000042444.10	8600	Mindy2
ENSMUSG00000074213.3	1612	Gm10642
ENSMUSG00000054693.14	4913	Adam10
ENSMUSG00000032207.10	2150	Lipc
ENSMUSG00000087744.1	82	Gm25149
ENSMUSG00000096160.2	840	Gm3436
ENSMUSG00000111631.1	1723	Gm32017
ENSMUSG00000032204.13	4143	Aqp9
ENSMUSG00000111618.1	703	Gm47268
ENSMUSG00000111429.1	2101	Gm32511
ENSMUSG00000013584.5	2264	Aldh1a2
ENSMUSG00000111181.1	412	Gm48124
ENSMUSG00000032199.13	2424	Polr2m
ENSMUSG00000041361.13	5635	Myzap
ENSMUSG00000111815.1	1306	Gm6018
ENSMUSG00000032232.14	7844	Cgnl1
ENSMUSG00000099220.1	262	Gm27220
ENSMUSG00000104467.1	1732	Gm37660
ENSMUSG00000032228.16	15529	Tcf12
ENSMUSG00000102143.1	3203	Gm38057
ENSMUSG00000102939.1	2741	Gm38111
ENSMUSG00000098761.1	709	Gm18821
ENSMUSG00000104107.1	1995	Gm37879
ENSMUSG00000099313.1	99	Gm27152
ENSMUSG00000104469.1	2299	Gm37663
ENSMUSG00000104078.1	2426	Gm37023
ENSMUSG00000104432.1	1644	A430027C01Rik
ENSMUSG00000077821.3	90	Gm27450
ENSMUSG00000102874.1	2684	Gm37137
ENSMUSG00000098915.1	613	Rpl15-ps2
ENSMUSG00000084619.1	99	Gm25045
ENSMUSG00000099253.1	805	Gm7863
ENSMUSG00000061390.6	379	Uba52-ps
ENSMUSG00000099020.1	432	Gm27159
ENSMUSG00000099190.1	510	Gm27188
ENSMUSG00000098412.1	616	Gm7870
ENSMUSG00000089530.1	104	Gm25163
ENSMUSG00000098340.1	367	Gm27253
ENSMUSG00000038535.17	19017	Zfp280d
ENSMUSG00000098492.1	445	Gm19353
ENSMUSG00000098893.1	799	Gm17828
ENSMUSG00000102225.1	2006	Gm37983
ENSMUSG00000103133.1	1559	Gm37303
ENSMUSG00000103388.1	988	Gm37581
ENSMUSG00000097211.2	1867	BC065403
ENSMUSG00000102925.1	2754	Gm37150
ENSMUSG00000098959.1	1123	Gm27230
ENSMUSG00000098801.1	529	Gm27255
ENSMUSG00000099019.1	517	Gm27254
ENSMUSG00000032221.14	5363	Mns1
ENSMUSG00000103445.1	3247	Gm36948
ENSMUSG00000098778.1	551	Gm27231
ENSMUSG00000090626.9	8798	Tex9
ENSMUSG00000095555.2	126	Gm28010
ENSMUSG00000096986.2	1191	4930509E16Rik
ENSMUSG00000037674.15	15302	Rfx7
ENSMUSG00000099310.1	208	Gm19427
ENSMUSG00000102672.1	2085	Gm37105
ENSMUSG00000098275.1	817	Gm18014
ENSMUSG00000099051.1	794	Gm27241
ENSMUSG00000098573.1	597	Gm27232
ENSMUSG00000064735.1	107	Gm23057
ENSMUSG00000032216.15	12601	Nedd4
ENSMUSG00000104273.1	1492	A530064N14Rik
ENSMUSG00000102573.1	3502	Gm7265
ENSMUSG00000104066.1	212	Gm37955
ENSMUSG00000102411.1	2749	Gm36936
ENSMUSG00000098294.1	527	Gm27204
ENSMUSG00000036030.9	9158	Prtg
ENSMUSG00000098471.1	307	Gm27203
ENSMUSG00000102971.1	1910	A730062M13Rik
ENSMUSG00000102330.1	1441	Gm37234
ENSMUSG00000034910.5	7916	Pygo1
ENSMUSG00000092192.7	1975	Dnaaf4
ENSMUSG00000089865.2	4383	Gm44503
ENSMUSG00000096559.1	107	Gm23567
ENSMUSG00000102797.1	1274	Gm37710
ENSMUSG00000086158.2	2404	Ccpg1os
ENSMUSG00000034563.16	7497	Ccpg1
ENSMUSG00000098589.2	122	Gm27353
ENSMUSG00000079469.10	10434	Pigb
ENSMUSG00000102305.1	1847	Gm38192
ENSMUSG00000098332.2	2999	Pigbos1
ENSMUSG00000032202.11	3879	Rab27a
ENSMUSG00000098468.1	307	Gm27186
ENSMUSG00000092622.8	2050	Khdc3
ENSMUSG00000092310.2	1016	Gm20509
ENSMUSG00000032215.15	1716	Rsl24d1
ENSMUSG00000103556.1	2233	Gm38215
ENSMUSG00000066478.3	313	Gm5745
ENSMUSG00000098875.1	631	Gm27211
ENSMUSG00000062151.13	8796	Unc13c
ENSMUSG00000103832.1	2028	Gm37611
ENSMUSG00000099064.1	160	Gm27148
ENSMUSG00000084426.1	130	Gm25105
ENSMUSG00000103202.1	3071	Gm37326
ENSMUSG00000095631.1	119	n-R5s86
ENSMUSG00000044976.17	7486	Wdr72
ENSMUSG00000084725.2	115	Gm24141
ENSMUSG00000098313.1	478	Nr1h2-ps
ENSMUSG00000101526.1	507	Gm28622
ENSMUSG00000098748.1	190	Gm27189
ENSMUSG00000098272.1	307	Gm27233
ENSMUSG00000088635.1	143	Gm22315
ENSMUSG00000066477.13	3708	Gm16551
ENSMUSG00000093662.2	2740	Gm20649
ENSMUSG00000101596.1	2477	Gm28182
ENSMUSG00000043013.10	4113	Onecut1
ENSMUSG00000034858.16	6637	Fam214a
ENSMUSG00000007656.13	4957	Arpp19
ENSMUSG00000111027.1	694	Gm2981
ENSMUSG00000034593.16	14803	Myo5a
ENSMUSG00000090001.1	543	Gm9719
ENSMUSG00000089651.1	1223	Gm16353
ENSMUSG00000033590.8	9697	Myo5c
ENSMUSG00000032192.9	3115	Gnb5
ENSMUSG00000111348.1	1377	Gm19531
ENSMUSG00000110824.1	614	Gm48677
ENSMUSG00000032191.6	1237	Bcl2l10
ENSMUSG00000042688.16	6675	Mapk6
ENSMUSG00000111545.1	316	Gm18015
ENSMUSG00000111495.1	1338	Gm5366
ENSMUSG00000097021.7	1815	4933433G15Rik
ENSMUSG00000042487.6	4846	Leo1
ENSMUSG00000109032.1	3237	Gm7972
ENSMUSG00000058587.9	11151	Tmod3
ENSMUSG00000111228.1	129	Gm48789
ENSMUSG00000032186.15	11683	Tmod2
ENSMUSG00000110895.1	2371	Gm48822
ENSMUSG00000032184.5	1543	Lysmd2
ENSMUSG00000032181.7	2738	Scg3
ENSMUSG00000102176.1	688	Gm37871
ENSMUSG00000098232.1	1007	Gm3671
ENSMUSG00000032179.7	4025	Bmp5
ENSMUSG00000110817.1	1454	Gm47723
ENSMUSG00000097836.1	4583	Gm26903
ENSMUSG00000105435.1	104	Gm44355
ENSMUSG00000111119.1	282	Gm34005
ENSMUSG00000093025.1	84	Gm25300
ENSMUSG00000007908.14	5449	Hmgcll1
ENSMUSG00000103354.1	3498	Gm38083
ENSMUSG00000059383.14	2080	Gfral
ENSMUSG00000032360.16	6162	Hcrtr2
ENSMUSG00000098894.1	581	Gm27234
ENSMUSG00000032358.12	3879	Fam83b
ENSMUSG00000098335.1	754	Gm27156
ENSMUSG00000098924.1	376	Gm27245
ENSMUSG00000077144.1	120	Gm22938
ENSMUSG00000111222.1	567	Gm34158
ENSMUSG00000099239.1	898	Gm27155
ENSMUSG00000084502.1	293	Gm23791
ENSMUSG00000110839.1	1886	Gm47800
ENSMUSG00000098888.1	298	Gm18486
ENSMUSG00000032357.12	1735	Tinag
ENSMUSG00000098333.1	238	Gm27158
ENSMUSG00000098370.1	2868	Gm19541
ENSMUSG00000099138.1	2200	Gm5746
ENSMUSG00000032355.16	8916	Mlip
ENSMUSG00000098668.1	402	Gm27210
ENSMUSG00000102783.1	1009	Gm38254
ENSMUSG00000103794.1	551	4930590H14Rik
ENSMUSG00000099170.1	2033	5730403I07Rik
ENSMUSG00000032352.16	8195	Lrrc1
ENSMUSG00000099094.1	1509	Gm19569
ENSMUSG00000098895.1	1201	Gm21013
ENSMUSG00000093211.1	76	Gm25250
ENSMUSG00000044938.8	6494	Klhl31
ENSMUSG00000111225.1	399	Gm47790
ENSMUSG00000110838.1	443	Gm47789
ENSMUSG00000111014.1	519	Gm47795
ENSMUSG00000032350.9	3766	Gclc
ENSMUSG00000111253.1	535	Gm34654
ENSMUSG00000111250.1	2740	Gm47818
ENSMUSG00000111580.1	338	Gm19572
ENSMUSG00000110724.1	1091	Gm47824
ENSMUSG00000032349.13	3522	Elovl5
ENSMUSG00000111610.1	1131	Gm34829
ENSMUSG00000077730.1	127	Gm23609
ENSMUSG00000111335.1	1039	Gm39375
ENSMUSG00000111850.1	145	Gm47829
ENSMUSG00000023333.8	2068	Gcm1
ENSMUSG00000111596.1	587	Gm8058
ENSMUSG00000001366.14	3103	Fbxo9
ENSMUSG00000009828.15	11524	Cilk1
ENSMUSG00000065037.1	331	Rn7sk
ENSMUSG00000097574.2	1444	C920006O11Rik
ENSMUSG00000032348.6	1266	Gsta4
ENSMUSG00000111015.1	1468	Gm3126
ENSMUSG00000074183.3	956	Gsta1
ENSMUSG00000110919.1	348	Dppa5b
ENSMUSG00000111709.1	874	Gm3776
ENSMUSG00000111423.1	348	Dppa5c
ENSMUSG00000074179.11	1074	Gm10639
ENSMUSG00000066463.13	1465	Omt2a
ENSMUSG00000090802.2	252	Gm8074
ENSMUSG00000038750.12	1546	Omt2b
ENSMUSG00000057933.10	1177	Gsta2
ENSMUSG00000060461.5	619	Dppa5a
ENSMUSG00000032346.7	2138	Ooep
ENSMUSG00000083032.1	567	Gm8087
ENSMUSG00000090724.1	1203	4930542C12Rik
ENSMUSG00000070291.4	2207	Ddx43
ENSMUSG00000087052.1	2203	Gm8093
ENSMUSG00000032344.17	4126	Cgas
ENSMUSG00000090317.1	922	Gm17324
ENSMUSG00000032342.13	4078	Mto1
ENSMUSG00000037742.14	2493	Eef1a1
ENSMUSG00000076138.1	108	Gm26377
ENSMUSG00000111417.1	961	Gm47430
ENSMUSG00000049624.14	3627	Slc17a5
ENSMUSG00000046186.8	6900	Cd109
